id;title;description
MCO2203070336;Planta Solar 800 Watt Kit Solar Básico Casa, Preinstalado;"LA ENERGIA AL ALCANCE DE TODOS!! KIT SOLAR FOTOVOLTAICO 
Consumos habituales que el Kit Panel Solar 800W día puede cubrir. La estimación de producción se ha tomado con un mínimo de 7 horas de sol pico.
8 x Luces Led 10W durante 12h/día 4h/noche
4 x Cargas de móvil durante 12h/día 4h/noche
1 x Ordenador portátil durante 12h/día 4h/noche
1 x TV Plana 50W durante 8 h/día 4h/noche
1 X Ventilador de Piso. 6h/día.
1 X Licuadora 1 Hora/día. (también en la noche pero acabaría la batería muy rápido).

Componentes del Kit Panel Solar 800W 12V
El kit esta compuesto de:

DOS(2) PANELES SOLARES MONOCRISTALINOS DE 100 WATT (Mejor que policristalino) -también se puede enviar UN PANEL SOLAR DE 200 watts- Este arreglo de Panel Solar de 200W a 12V , fabricado con células de silicio MONOCRISTALINO ofrece un gran rendimiento y eficiencia para nuestro sistema fotovoltaico. Este panel solar de elevado rendimiento, ofrece muy buena potencia en la gama de 12V, dando un rendimiento un 20% superior a un panel de las mismas características. Este panel solar tiene una relación precio-rendimiento muy buena en 12V , trae 90 cm de cableado con conectores MC4 incorporados en los extremos para facilitar la conexión. Un panel con total garantía de funcionamiento gracias a su gran calidad de construcción y excelentes características.

1x Regulador MPPT20A LCD 12/24V : Es el corazón de nuestra planta solar, al ser MPPT asegura mucho mejor rendimiento en la captación de energía solar que un regulador PWM, Regulador de carga capaz de trabajar con 12 o 24V que incorpora una pantalla LCD que indica toda la información relacionada con la carga de la batería desde paneles. Además este Regulador carga solar de 20A de fabricación de alta calidad certificada, se puede configurar fácilmente para poder cargar con precisión nuestra batería, sea de la tecnología que sea, con lo que aseguraremos un resultado perfecto y una larga vida útil de los acumuladores.

1x Inversor 800Watt : El inversor Solar ofrece una solución muy útil para sistemas fotovoltaicos medianos . El inversor onda modificada de baja frecuencia con bobinado, por lo que la calidad de la onda eléctrica y la fiabilidad del mismo es muy superior.

1x Batería EN GEL A 12V 55Ah : Esta batería de una primera marca ofrece las máximas garantías de rendimiento y durabilidad para su kit solar. Es de ciclo profundo y supone lo mejor en tecnología de baterías de plomo con electro lito . Tienen una vida media superior a los 800 ciclos, no obstante si hacemos descargas más leves del 30% duplicaremos la vida de la batería con facilidad superando con holgura los 1600 ciclos. No precisa mantenimiento y es una batería muy segura para que trabaje en interior porque no emite vapores. La batería dispone de terminales de tornillo F10 y tiene un peso aproximado de 15Kg.

1x Conectores MC4 Paneles. Son un tipo de conector compatible con el terminal que viene ya incluido en el panel solar viene listo para conectar los cables que también ya vienen ponchados, Fácil instalación.,

6 mts de cable energía solar .
Es un excelente producto, se envía probado y funcionando, es de fácil instalación.
La única recomendación es no sobre cargar la planta con aparatos que consuman o sumen en su conjunto mas de 800 watt ( a ver si funciona) por que se quema el inversor y este producto no tiene garantía si llega quemado , aunque se puede cambiar solo el elemento.

el kit se entrega preinstalado, solo debes colocar los paneles en el sol y conectar el cable es todo!!
generamos facturacion legal electronica si la necesitas. 
Envíos sin costo a Todo el Territorio Colombiano. donde exista oficina de Interrapidisimo o Servientrega que no tengan reexpedicion. (Reexpedicion quiere decir que cuando el municipio es muy alejado, llega primero a la capital del departamento y luego lo reexpiden al municipio)."
MCO598839577;Kit Linterna Recargable 3w Portátil Liviana Con Panel Solar;"SOMOS BOLDU

Somos una gran empresa legal importadora con más de 2 años en el mercado Colombiano, compre con seguridad, productos totalmente garantizados y facturados, permítanos proporcionarle una gran experiencia en sus compras

Entregas o envíos
Si el pago es acreditado antes de las 4 de la tarde, se entregara el producto a la empresa de mensajería el mismo día, de los contrario el envío se realizara al siguiente día.

Pagos
El pago se realiza a través de la plataforma de mercadolibre, ya sea en efectivo a través de los medios que dispone mercadolibre o tarjetas de crédito o débito

¡PERMITENOS TENER EL GRAN PLACER DE ATENDERTE!

¡Lleva luz a donde la necesites!
Con este Kit Panel Solar, puedes conectar dos bombillos para que ilumines tu hogar, finca, bodega, o el lugar que necesites. También puedes recargar tu celular o tablet, incluye cable multiusos para cargar una gran variedad de dispositivos. Puedes recargar la batería del kit poniendo el panel al sol. Adicionalmente incluye una mini lampara de escritorio que puedes conectar a la linterna modulo principal para leer con comodidad en donde estés.

CARACTERÍSTICAS:

- Puerto USB 5V 0.5A
- Bombillo linterna principal de 3W
- Autonomía aproximada de hasta 8 horas
- Tiempo de carga estimado 8 a 10 horas
- Dimensiones aproximadas del panel: 16 x 10.5 x 1.2 cm
- Dimensiones aproximadas de la linterna modulo de control 15.6 x 5.5 x 5.5 cm
- Largo aproximado del cable del panel 2 metros
- Largo aproximado del cable de cada bombillo 2 metros

TE ENTREGAMOS:
1 - Linterna modulo de control con batería
1 - Mini lampara de escritorio
1 - Cable de bombillos
1 - Cable multiusos
1 - Panel solar
2 - Bombillos"
MCO913883578;Kit Pro Soldadura Cautin Temperatura Ajustable Voltímetro ;"TIENDA OneTOOL
SOMOS MERCADO LÍDER PLATINUM COMPRE CON LA TRANQUILIDAD DE NUESTRA REPUTACIÓN 

«============== ENTREGA INMEDIATA =================»
«================ ENVÍO GRATIS =====================»


Somos OneTOOL. En OneTOOL nos propusimos a ofrecer productos para que tus proyectos sean más fáciles y con mejores resultados, sea porque eres un entusiasta como nosotros de los trabajos propios o eres un emprendedor o profesional que necesita ser más productivo y competitivo. Más que excelentes productos te ofrecemos una excelente experiencia de compra, con un acompañamiento desde que haces la compra hasta que nos indicas que estás totalmente satisfecho con nuestro producto y servicio.

** Has clic en “ver más publicaciones del vendedor” o sigue el siguiente enlace para ver nuestro catalogo
 https://listado.mercadolibre.com.co/_CustId_179225423 

 Utiliza el carrito de compra para comprar varios de nuestros artículos, si compras artículos que sumen $ 70.000 o más, ¡¡¡el envío es gratis!!! **

TODAS NUESTRAS PUBLICACIONES CON VIDEOS PARA QUE VISUALICES EL USO DE LA HERRAMIENTA 

«===================================================»

Kit De Soldadura Electrónica Portátil | Cautín Estaño 60w
•	Hierro de soldadura 18 en 1: el kit de soldador viene con soldador, bomba desoldadora, puntas de soldador, cable de soldadura, soporte de soldador, pinzas, multímetro, mini cortador de alambre, alambre electrónico, bolsa de transporte de PU, pasta de soldadura, tubo termorretráctil, destornillador en forma de bolígrafo, bolígrafo eléctrico, etc.

•	Ampliamente utilizado: las herramientas de soldador son una buena opción para soldar placas de circuito, aficionados al hogar, reparación de electrodomésticos, soldadura de joyas. Es fácil de usar sin importar si es aficionado a la electrónica o ingeniería electrónica de estudio principiantes.

•	Calidad prémium: herramienta de soldadura de alta calidad, soporte de soldador con esponja y todos los demás accesorios; soldador ajustable fiable con tapa y agarre resistentes al calor y con 5 puntas de soldador

•	Multimetro digital versátil: mide con precisión el voltaje CA/CC, la corriente CC, la resistencia y el diodo. Este multímetro es una herramienta realmente útil para resolver problemas eléctricos industriales y domésticos. Adecuado para enchufes domésticos, fusibles, baterías (incluidos vehículos), solución de problemas de circuito automotriz, sistema de carga, prueba electrónica en coches, etc.

•	Probador de bolígrafo eléctrico: detección sin contacto de voltaje de CA en cables, cables, disyuntores, accesorios de iluminación, interruptores, tomas de corriente y cables, indicadores visuales y audibles de detección de voltaje con un LED rojo brillante de alta intensidad, y un tono audible.


«===================================================»
««IMPORTANTE LEER, PREGUNTAS FRECUENTES»»
«===================================================»

SOBRE ENVÍOS

»» ¿Se realizan envíos o se puede retirar en algún punto de venta?

Nuestra tienda es totalmente virtual por lo que solamente manejamos envíos a todo el país a través de Mercado Envíos, por el momento no ofrecemos la posibilidad de retirar el producto en algún punto de venta.

»» ¿Cómo se calculan los costos de envío?

Los costos de envíos los calcula la plataforma según tu ubicación, no tenemos manejo directo sobre los costos. Si el producto es mayor de 90.000 tendrá envío gratis, si es menor debes verificar si la publicación tiene envío gratis, de lo contrario la plataforma te indicará el precio del envío antes confirmar la compra. En este último caso el precio publicado es únicamente el del producto, cuando hagas clic en “Calcular cuándo llega” te indicará precio de envío adicional y fecha entrega

»» ¿Cómo es el proceso de envío?

A penas realices la compra, despachamos el producto, en la parte derecha el envío se realiza por medio de la plataforma de mercado libre por lo que son rápidos y seguros. Cuando estés realizando la compra, se te indicará las fechas aproximadas de llegada, el cual ya depende de la transportadora, sin embargo, nosotros estamos completamente pendientes de que te llegue. 

»» ¿Cómo hago seguimiento del envío?

Ingresando a la plataforma de Mercado Libre, en el detalle de tu compra, se te va a mostrar un código con su respectivo link donde vas a poder hacer el seguimiento con la empresa encargada de entregarte el artículo.


SOBRE MÉTODOS DE PAGO

»» ¿Cómo se paga?

Los pagos se realizan cuando le das “comprar” en la publicación a través de mercado pago, puedes realizarlo por todos los medios que te ofrece la plataforma. Tiene convenios con bancos seleccionados, en efectivo y a través de plataformas como PSE. No hay posibilidad de pagos contra entrega, ya que la compra se recibe hasta que se realiza el pago.

SOBRE EXPERIENCIA DE COMPRA

»» Tiene una compra totalmente segura, el producto si tiene stock disponible y a penas oferte, será despachado. Por el momento no ofrecemos ventas al por mayor o descuentos que no estén publicados en la plataforma.


¡¡CUALQUIER OTRA DUDA, ESTAMOS A TU DISPOSICIÓN!!"
MCO1405621149;Kit Solar Portátil+panel Solar/sistema De Iluminacion;"Mini sistema de iluminación portátil con audio, iluminación y capacidad para cargar dispositivos a 5Vdc.

CONTENIDO:
- Un Radio
- Un Panel Solar
- 3 Focos LED
- 1 Cargador
- 1 Cable tipo pulpo
- Un par de cable cocodrilo

CARACTERÍSTICAS:
* Panel solar 10w
* Batería 7 AH
* Lámpara 5Watts (500Lúmenes-22 LED SMD)
* 3 Focos LED 3Watts/6Vdc – 320Lúmenes
* 3 Cable de focos: c/u 285cm con interruptor propio
* Reproductor de Audio USB/TF(memoria) Radio Fm
* 1 Panel Solar: 40cmx20cm 10Watts/12Vdc con cable 2.95cm
* 1 batería interna: 12Vdc / 7Ah
* 1 Cable de celular: un juego tipo pulpo
* 1 Cargador: 220Vac/ 0.5A
* 2 USB salida de carga: 1A

HORAS DE USO:
1 foco: 16 horas
2 focos: 10 horas
3 focos: 6 horas
Lámpara: 7 horas
Radio: 8 horas
USB/memoria: 5 horas

CARGA:
Cargador 220V: 4 horas
Panel Solar: 8 horas

APLICACIONES:
* Viajes
* Camping
* Zonas sin acceso a red eléctrica
* Áreas rurales
* Residencias de campo
* Situaciones de emergencia
* Interrupciones de energía
* Iluminación de emergencia
* Carga de dispositivos móviles"
MCO607368735;Cautín Profesional Tipo Lápiz 60w + Kit De Soldadura + Envío;"Kit de Soldadura: Cautín Profesional Tipo Lápiz Temperatura Ajustable 60w + Estuche + Envío Gratis

Características:

- Voltaje de funcionamiento:110 v
- Potencia: 60 W
- Enchufe convencional, entrada americana.
- Punta chapado en hierro y acero inoxidable, asegura la calidad de los productos y las propiedades de la estabilidad y la fiabilidad.
- Temperatura ajustable por medio de la rueda de mando controlada soldadores: 200-450 ° C
- Ideal para los semiconductores de soldadura sin plomo
- No hay necesidad de estación de soldadura
- Ideal para las aficiones, kits, radios, ordenador portátil, ordenador y el trabajo de la electrónica.

Nota:
cuando el soldador se enchufa por primera vez, no sale humo del extremo de la punta. Use soporte de soldadura y otras ayudas para evitar quemaduras.

El paquete incluye:
1 Hierro de soldadura
1 bomba desoldadora
5 puntas de soldador (I/B/K/3C/2.4D)
1rollo de soldadura
1 pinzas
1 cortador de pelacables
2 cable electrónico
1 Estuche de transporte con cierre
1 Espuma Limpiadora

Cualquier pregunta que tengas no dudes en consultarnos, manejamos otros componentes de electrónica que te pueden interesar. 

Somos Tauxi Comercializadora más de 9 años Mercado Líderes."
MCO646099444;Kit Nutriente Hidroponico A, B Y C Para 1000 Litros Finales.;"HidroInver
Dedicados a Cultivar Amor...

Solución Nutritiva Solida Para Cultivos Hidropónicos Para 1000 Litros Finales, kit A, B y C.

La solución sólida consta de un peso de 1,9 Kg de nutrientes, teniendo como resultado después de su preparación una solución madre A, B y C, las cuales contienen todos los nutrientes necesarios para el buen desarrollo de las plantas con una formulación única, incluyendo elementos menores quelatados con DTPA (Hierro) y EDTA (Manganeso, Cobre y Zinc) permitiendo una mayor absorción de los mismos y favoreciendo la toma de los elementos mayores por su volatilidad.

La solución nutritiva puede ser utilizada en cualquier tipo de cultivo hidropónico y cultivo convencional, incluyendo microgreens y FVH (Forraje Verde Hidropónico) estos dos últimos teniendo un alcance entre 2000 y 3000 litros finales.

Se envia manual para su fácil dosificación.

Cualquier duda o inquietud será atendida con gusto..."
MCO478452835;Kit Panel Solar + Batería +6 Bombillos Para Tv Carga Cel;"Somos TIENDA KALOR

Somos una tienda con gran variedad de productos que te ayudarán a resolver muchas de tus necesidades y facilitarán tu vida. ¡Tenemos la mejor calificación!
Nuestra tienda con más de 14 años de experiencia en comercio en línea certifica nuestro compromiso y seguridad para tus compras.

¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯
Kit Panel Solar + Batería + 6 Bombillos Para Tv Carga Celulares 1220W

¡Te traemos la energía del futuro! 

Kit fotovoltaico, panel solar de policristalino totalmente portátil para que lleves luz, música y carga donde desees. Amigable con el medio ambiente. 

Puedes conectar hasta tres bombillos para que ilumines tu hogar, finca, bodega, o el lugar que necesites, ademas trae También puedes recargar tu celular o table, incluye cable multiusos para cargar una gran variedad de dispositivos. Puedes recargar la batería del kit, poniendo el panel al sol. 
Trae radio FM y reproductor MP3.

Características:

-Radio FM
-Batería 12V-12Ah 
-Puerto para TV o ventilador de 12V
-Doble puerto USB 5V-1A para cargar
-Tiempo de carga aproximado de 10 horas
-Bombillos LED: 12V-5W Por tres unidades
-Bombillos LED: 12V-3W Por tres unidades
-Panel solar 20W/18V con 5 metros de cable
-Tiempo de uso aproximado de 10 horas (Con 4 bombillos funcionando)
-Reproductor MP3 con puerto auxiliar de 3.5 mm y puertos para memoria USB y memoria SD.


Por tu compra recibes:

1 - Modulo de control con batería y linterna
3 - Bombillos de 3W 12V
3 - Bombillos de 5W 12V
1 - Panel Solar de 20W 18V
1 - Cable multi puertos para cargar celulares y tabletas.

Todos nuestros productos tienen garantía.
Tres meses de garantía por defectos de fábrica.

Entrega de 2 a 3 días hábiles en ciudades principales. Por motivos de contingencia puede haber algunas demoras, pero todos los productos están llegando a destino. Compra con total tranquilidad.

¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯

VENTAS AL POR MAYOR

Distribuimos a nivel nacional, consulta de manera directa por disponibilidad de cantidades y precios a partir de 10 unidades de producto para compras al por mayor. 

¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯

Realiza todas las preguntas que consideres necesarias para tu compra, con gusto las responderemos. Lo más importante: una compra segura.


TIENDA KALOR"
MCO1401946947;Kit Panel Solar Lámpara Led Portátil Recargable 3 Bombillo;"Somos TIENDA KALOR

Bienvenidos a nuestra tienda. Encontrarás gran variedad de productos que te ayudarán a resolver muchas de tus necesidades y facilitarán tu vida. ¡Tenemos la mejor calificación! Y te garantizamos el mejor servicio.
Nuestra tienda con más de 16 años de experiencia en comercio en línea certifica nuestro compromiso y seguridad para tus compras.

¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯
KIT PANEL SOLAR TOTALMENTE PORTÁTIL PARA QUE LA LLEVES DONDE NECESITES, AMIGABLE CON EL MEDIO AMBIENTE!

Puedes conectar hasta tres bombillos para que ilumines tu hogar, finca, bodega, o el lugar que necesites. También puedes recargar tu celular o tableta, incluye cable multiusos para cargar una gran variedad de dispositivos. Puedes recargar la batería del kit, conectándola a la corriente eléctrica o poniendo el panel al sol. Además cuenta con una potente linterna incorporada para que nunca te falte luz. Reflector de buena calidad y potencia.


CARACTERÍSTICAS DEL PRODUCTO:

- Bombillos de 3W
- Batería 6V 4.5Ah
- Panel Solar:
*Maximum Power (Pmax): 3.5W
*Voltage at Pmax (Vmp): 6V
*Current at Pmax (Imp): 0.58A
*Open Circcuit Voltage (Voc): 7.2V
*Short Circuit current (Isc): 0.638A
*Medidas del Panel: 254*140*15 mm
- Puerto USB 5V 0.5A
- Autonomía aproximada de hasta 20 horas (Dependiendo del número de lámparas conectadas)
- Tiempo de carga estimado con panel solar 12 a 15 horas
- Largo del cable del panel 3 metros
- Largo del cable de cada bombillo 2.5 metros
- Lámpara LED del módulo: 5W
- Cable multiusos: Apto para celulares, cámaras digitales y tabletas.

EL KIT INCLUYE
1 - Modulo de control con batería y linterna
3 - Bombillos de 3W 6V
1 - Panel Solar de 3.5W 6V
1 - Cable multiusos
1 - Manual
¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯

Todos nuestros productos tienen garantía.
Entrega de 2 a 3 días hábiles en ciudades principales. Por motivos de contingencia puede haber algunas demoras, pero todos los productos están llegando a destino. Compra con total tranquilidad.

¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯

VENTAS AL POR MAYOR

Distribuimos a nivel nacional, consulta de manera directa por disponibilidad de cantidades y precios a partir de 10 unidades de producto para compras al por mayor. Debes tener en cuenta que la información se da después de la compra de al menos un artículo. 

¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯

Realiza todas las preguntas que consideres necesarias para tu compra, con gusto las responderemos. Lo más importante: una compra segura.

Vive la mejor experiencia con TIENDA KALOR"
MCO2003791340;Kit Linterna Recargable 3w Portátil Liviana Con Panel Solar;"CARACTERÍSTICAS:

- Puerto USB 5V 0.5A
- Bombillo linterna principal de 3W
- Autonomía aproximada de hasta 8 horas
- Tiempo de carga estimado 8 a 10 horas
- Dimensiones aproximadas del panel: 16 x 10.5 x 1.2 cm
- Dimensiones aproximadas de la linterna modulo de control 15.6 x 5.5 x 5.5 cm
- Largo aproximado del cable del panel 2 metros
- Largo aproximado del cable de cada bombillo 2 metros

TE ENTREGAMOS:
1 - Linterna modulo de control con batería
1 - Mini lampara de escritorio
1 - Cable de bombillos
1 - Cable multiusos
1 - Panel solar
2 - Bombillos

Garantía del vendedor: 1 meses

PROCEDIMIENTO DE RETRACTO

En caso de que ya no desee el producto recibido, puede realizar la devolución del mismo en un periodo no mayor a 5 días, a partir de su entrega. Para ello, deberá pagar el costo del retorno desde su casa hacia BOGOTÁ (nuestra bodega). Este varía de acuerdo al tamaño y peso del producto.

GARANTIA DE 30 DIAS DIRECTAMENTE CON NOSOTROS POR CUALQUIER DEFECTO DE FABRICA QUE LLEGUE A PRESENTAR EL PRODUCTO, LA GARANTIA NO APLICA PARA PRODUCTOS GOLPEADOS, MOJADOS, ROTOS O MAL MANIPULADOS.

~ IMPORTANTE

Cualquier duda o inquietud no dudes en hacernosla saber en la cajita de preguntas que se encuentra en la parte inferior de esta descripción.

Para poder tener una buena experiencia en tu compra, te recomendamos que leas detalladamente las siguientes recomendaciones:

• El cliente cuenta con 5 días hábiles (Ley 1480 del 2011) a partir de la entrega del producto para presentar por medio de la plataforma la solicitud de retracto.

• El producto debe conservar los empaques originales y manuales con los que fue entregado.

• Lee completamente la descripción del producto.

• Revisa muy bien los términos y condiciones de garantía.

• Revisa muy bien que sea el producto que necesitas para evitar devoluciones.

• Los costos de cambios si se encuentra en otra ciudad y los demás que conlleve a la devolución del producto deben ser asumidos por el cliente, en caso de proceder o en su defecto y se encuentra en la ciudad de Bogotá deberá acercarse para el cambio optimo y así probar el mismo y/o configurar el producto correspondiente."
MCO576371580;Kit Cautin Pro Tipo Lápiz Temperatura Ajustable Digital;"Cautin tipo lápiz temperatura ajustable digital con botón ON/OFF

El paquete incluye:

1 unidad de Soldador de Hierro (110 V - 80W)
1 Soporte 
1 Extractor De Soldadura 
1 Tubo De Soldadura
5 Puntas (I/B/K/3C/2.4D)
1 Espuma Limpiadora 
1 Esponja limpiadora
1 Pinza ESD-15
1 Rollo Mecha De Soldadura de 1.5 metros
1 Rollo alambre de cobre (0.1mm de diámetro - 3 metros de longitud) 
1 Mini brocha limpiadora de cerda suave
1 Maleta


Recomendado para reparación, bricolaje, artes manuales, etc

Potencia de salida: 80W
Estabilidad de temperatura : + / - 1 C
Rango de temperatura: 180 480 C /356 930 F
Voltaje de entrada: 110V
Marca: SumSour

Operación de temperatura

Presione el botón (+) una vez para aumentar 1C; manténgalo presionado para aumentar la temperatura de forma continua.
Presione el botón (-) una vez para reducir 1C; manténgalo presionado para reducir la temperatura de forma continua.
La temperatura recién establecida se guardará después de 3 segundos, y mantendrá la temperatura para la próxima vez que se encienda. 
Cuando (F) o (C) símbolo
parpadea, significa que el núcleo de calentamiento no ha alcanzado la temperatura establecida.

Para cambiar las unidades entre grados Fahrenheit y/o centígrados mantengo oprimido ambos botones de temperatura hasta llegar a la unidad deseada, y soltarlos.

Características:

Soldador profesional es ideal para los semiconductores de soldadura sin plomo
no hay necesidad de estación de soldadura, solo conecte y use, tiene empuñadura suave y mango anti deslizante.
Calentador de cerámica de alta calidad y larga duración
Ideal para las aficiones, kits, radios, ordenador portátil, ordenador y el trabajo de la electrónica en general
Punta chapada en hierro y la construcción de acero inoxidable, que puede ofrecer mayor construcción de acero ofrecen una vida más larga en funcionamiento:

Punta intercambiable compatibles con Baku, Ya xun, Aoyue, WEP, etc


------------------------¿TIENEN ALGUNA GARANTÍA? ----------------------------
Nuestros proveedores nos ofrecen una garantía de 30 días la cual extendemos a nuestros clientes, esta cubre daños por defectos del material o errores en la fabricación. NO cubre mala manipulación por parte del usuario, tampoco cubrimos costos de transporte por garantías."
MCO1971874698;Kit De Boquillas Para Hidrolavadora;"Hidrolavadoras hidropump

Publicación nueva, precio especial publicado solo por las primeras 5 ofertas

Ideal para hidrolavadoras industriales profesionales

5 tipos de abanico para diferentes superficies y trabajos

Fabricado con materiales resistentes para evitar daños ocasionados por imperfecciones (expulsión de la boquilla)

Ideal para hidrolavadoras con lanza de acople rápido 

Kit de boquillas x 5 unidades

Imagen real del producto"
